rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
539,8351704,K01146.01,Kepler-779 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.09712124,2.596e-05,-2.596e-05,136.34514,0.00279,-0.00279,2454969.345,0.00279,-0.00279,0.0,,,,,,0.05,0.369,-0.05,2.1059,0.09,-0.09,,,,369.5,23.3,-23.3,0.017457,0.000782,-0.000649,6.73172,0.63135,-2.54854,LS+MCMC,0.74,0.09,-0.11,0.0533,,,89.89,,,425.0,,,7.73,2.78,-2.57,26.17,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3976,0.3142,q1_q17_dr25_koi,3.4349446,14.411312,18.3,1,193.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6972,Mandel and Agol (2002 ApJ 580 171),,,008/008351/008351704/dv/kplr008351704-20160209194854_dvr.pdf,008/008351/008351704/dv/kplr008351704-001-20160209194854_dvs.pdf,3569.0,71.0,-78.0,4.861,0.066,-0.044,-0.16,0.15,-0.15,0.389,0.047,-0.057,0.4,0.048,-0.066,,,,q1_q17_dr25_stellar,285.62854,44.31089,15.649,17.065,15.731,15.043,14.644,13.441,12.872,12.608,0.75,19.041902,2.1e-05,44.31081,0.00023,0.01,0.8,-0.29,0.82,-0.00017,0.00029,0.0,0.0003,0.55,0.48,-0.11,0.47,0.56,0.5,0.49,0.48,-0.39,0.45,0.63,0.5
614,2574201,K01025.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_KIC_POS---HALO_GHOST,37.4783492,0.0002939,-0.0002939,157.31713,0.00603,-0.00603,2454990.317,0.00603,-0.00603,0.0,,,,,,1.161,68.41,-0.38,5.317,0.341,-0.341,,,,1467.9,84.6,-84.6,0.209206,68.36467,-0.367134,0.08268,44.68322,-0.00202,LS+MCMC,10.05,0.78,-1.03,0.1692,,,86.37,,,262.0,,,1.12,0.27,-0.29,18.31,9.2,-9.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.426,0.2631,q1_q17_dr25_koi,9.633692,17.833073,18.3,1,35.0,1.0,q1_q17_dr25_tce,11101110111111111000000000000000,0.9835,Mandel and Agol (2002 ApJ 580 171),,,002/002574/002574201/dv/kplr002574201-20160209194854_dvr.pdf,002/002574/002574201/dv/kplr002574201-001-20160209194854_dvs.pdf,3687.0,65.0,-80.0,4.813,0.048,-0.036,-0.2,0.1,-0.1,0.44,0.034,-0.045,0.459,0.032,-0.044,,,,q1_q17_dr25_stellar,291.10846,37.857792,15.501,17.02,15.621,14.85,14.453,13.206,12.535,12.366,0.0,19.407,1e-05,37.85819,0.00012,-9.79,0.43,1.45,0.44,0.01101,0.00089,-0.0014,0.0011,-4.76,0.14,1.51,0.2,4.99,0.18,-5.159,0.08,2.256,0.076,5.631,0.079
634,10002261,K00959.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.729,0,1,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,12.713794177,2.6e-07,-2.6e-07,175.0725677,1.5e-05,-1.5e-05,2455008.073,1.5e-05,-1.5e-05,0.0,,,,,,0.485,0.081,-0.072,2.44093,0.00378,-0.00378,,,,36719.0,12.0,-12.0,0.182308,0.001854,-0.001541,9.24825,1.36507,-1.52373,LS+MCMC,2.31,0.0,0.0,0.0485,,,89.35,,,181.0,,,0.26,0.0,0.0,42.91,6.3,-6.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.366,0.3573,q1_q17_dr25_koi,948.6065,6326.1567,2981.3,1,107.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7729,Mandel and Agol (2002 ApJ 580 171),,,010/010002/010002261/dv/kplr010002261-20160209194854_dvr.pdf,010/010002/010002261/dv/kplr010002261-001-20160209194854_dvs.pdf,2661.0,0.0,0.0,5.283,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.094,0.0,0.0,,,,q1_q17_dr25_stellar,287.55972,46.957085,13.102,14.028,13.062,12.706,,9.57,8.972,8.695,0.0,19.170595716,3.8e-08,46.95590101,3.8e-07,-1.9344,0.0014,-4.2624,0.0014,0.00426,0.00079,-0.0017,0.0012,-0.208,0.067,0.097,0.067,0.23,0.067,-1.984,0.09,-4.25,0.14,4.69,0.15
648,10341831,K01164.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,0.933749941,1.973e-06,-1.973e-06,133.38422,0.00195,-0.00195,2454966.384,0.00195,-0.00195,0.0,,,,,,1.225,0.069,-0.209,6.606,0.124,-0.124,,,,415.3,5.9,-5.9,0.24661,0.068424,-0.195671,0.04326,0.00748,-0.01669,LS+MCMC,12.93,0.83,-0.84,0.015,,,13.27,,,919.0,,,168.44,34.77,-31.19,1.259,0.218,-0.218,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3571,0.3543,q1_q17_dr25_koi,4.1755176,19.350386,88.8,1,1440.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7877,Mandel and Agol (2002 ApJ 580 171),,,010/010341/010341831/dv/kplr010341831-20160209194854_dvr.pdf,010/010341/010341831/dv/kplr010341831-001-20160209194854_dvs.pdf,3682.0,58.0,-65.0,4.786,0.028,-0.039,0.07,0.1,-0.1,0.48,0.031,-0.031,0.512,0.024,-0.036,,,,q1_q17_dr25_stellar,292.73892,47.49073,14.96,16.449,15.096,14.323,13.881,12.63,11.991,11.795,0.0,19.515817,2.2e-05,47.4911,0.00017,-4.07,0.79,1.33,0.61,0.000496,7.4e-05,-0.000146,5.7e-05,-1.33,0.67,-0.28,0.35,1.35,0.71,-1.04,0.63,-0.12,0.35,1.05,0.66
653,8561063,K00961.01,Kepler-42 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.213770423,3.27e-07,-3.27e-07,170.483645,0.000195,-0.000195,2455003.484,0.000195,-0.000195,0.0,,,,,,0.83,0.009,-0.578,0.5532,0.00939,-0.00939,,,,1821.0,19.5,-19.5,0.048039,0.000395,-0.0063,15.99013,46.77567,-2.33222,LS+MCMC,0.78,0.2,-0.09,0.0113,,,85.57,,,525.0,,,18.03,12.33,-4.31,10.76,5.2,-5.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4341,0.2646,q1_q17_dr25_koi,6.384168,70.81955,111.4,3,1100.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9976,Mandel and Agol (2002 ApJ 580 171),,,008/008561/008561063/dv/kplr008561063-20160209194854_dvr.pdf,008/008561/008561063/dv/kplr008561063-001-20160209194854_dvs.pdf,3292.0,44.0,-24.0,5.215,0.053,-0.098,-0.42,0.15,-0.15,0.148,0.039,-0.017,0.132,0.039,-0.013,,,,q1_q17_dr25_stellar,292.21906,44.61916,15.92,17.27,15.909,15.338,,12.177,11.685,11.465,0.0,19.4812966,2.8e-06,44.617923,3.1e-05,1.01,0.11,-4.45,0.11,0.00031,0.00018,-0.00043,0.00021,-0.053,0.094,-0.031,0.088,0.061,0.097,1.188,0.089,-4.76,0.17,4.91,0.17
654,8561063,K00961.02,Kepler-42 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_KIC_POS,0.453287416,1.02e-07,-1.02e-07,133.869741,0.000186,-0.000186,2454966.87,0.000186,-0.000186,0.0,,,,,,0.81,0.068,-0.329,0.4445,0.015,-0.015,,,,1461.5,11.3,-11.3,0.046729,0.000277,-0.00587,13.25728,23.83901,-9.82077,LS+MCMC,0.76,0.19,-0.09,0.0059,,,81.11,,,729.0,,,66.14,45.21,-15.82,5.24,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4341,0.2646,q1_q17_dr25_koi,4.587181,10.459189,150.4,3,1193.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9866,Mandel and Agol (2002 ApJ 580 171),,,008/008561/008561063/dv/kplr008561063-20160209194854_dvr.pdf,008/008561/008561063/dv/kplr008561063-003-20160209194854_dvs.pdf,3292.0,44.0,-24.0,5.215,0.053,-0.098,-0.42,0.15,-0.15,0.148,0.039,-0.017,0.132,0.039,-0.013,,,,q1_q17_dr25_stellar,292.21906,44.61916,15.92,17.27,15.909,15.338,,12.177,11.685,11.465,0.0,19.481313,1e-05,44.6182,0.00012,1.66,0.4,-3.47,0.43,-0.00013,0.00012,-0.00038,0.00013,-0.09,0.5,0.02,0.57,0.09,0.43,1.12,0.48,-4.59,0.63,4.72,0.57
656,8561063,K00961.03,Kepler-42 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.865114193,1.005e-06,-1.005e-06,133.792344,0.000476,-0.000476,2454966.792,0.000476,-0.000476,0.0,,,,,,0.785,0.129,-0.541,0.4279,0.0221,-0.0221,,,,1124.8,22.1,-22.1,0.040715,0.00022,-0.004542,64.04739,177.05307,-44.56656,LS+MCMC,0.66,0.17,-0.08,0.0151,,,88.02,,,455.0,,,10.1,6.9,-2.42,22.8,10.5,-10.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4341,0.2646,q1_q17_dr25_koi,5.5075283,33.096786,56.9,3,633.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9296,Mandel and Agol (2002 ApJ 580 171),,,008/008561/008561063/dv/kplr008561063-20160209194854_dvr.pdf,008/008561/008561063/dv/kplr008561063-002-20160209194854_dvs.pdf,3292.0,44.0,-24.0,5.215,0.053,-0.098,-0.42,0.15,-0.15,0.148,0.039,-0.017,0.132,0.039,-0.013,,,,q1_q17_dr25_stellar,292.21906,44.61916,15.92,17.27,15.909,15.338,,12.177,11.685,11.465,0.005,19.481296,4.9e-06,44.617909,5e-05,0.99,0.19,-4.5,0.18,0.00024,0.0002,-0.00025,0.00021,-0.12,0.15,-0.1,0.36,0.15,0.33,1.1,0.17,-4.77,0.31,4.89,0.28
978,11497958,K01422.01,Kepler-296 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.841636615,9.841e-06,-9.841e-06,135.92315,0.00132,-0.00132,2454968.923,0.00132,-0.00132,0.0,,,,,,0.026,0.405,-0.026,1.8734,0.0467,-0.0467,,,,1336.3,37.0,-37.0,0.033032,0.001097,-0.000527,8.25995,0.55467,-2.5502,LS+MCMC,1.38,0.17,-0.21,0.0465,,,89.94,,,446.0,,,9.38,3.49,-3.2,24.61,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,8.321685,33.209076,41.1,5,178.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.9729,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-001-20160209194854_dvs.pdf,3526.0,71.0,-78.0,4.866,0.066,-0.044,-0.08,0.15,-0.15,0.383,0.048,-0.058,0.394,0.055,-0.067,,,,q1_q17_dr25_stellar,286.54001,49.437328,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,0.789,19.1026724,9.9e-06,49.437268,8.5e-05,0.18,0.35,-0.22,0.31,-0.00016,0.0005,0.00013,0.00047,0.07,0.12,0.16,0.13,0.17,0.13,0.0,0.11,0.08,0.14,0.08,0.14
979,11497958,K01422.02,Kepler-296 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,19.85029495,5.525e-05,-5.525e-05,133.64933,0.00216,-0.00216,2454966.649,0.00216,-0.00216,0.0,,,,,,0.217,0.245,-0.217,2.8407,0.0741,-0.0741,,,,1607.5,50.7,-50.7,0.036352,0.001147,-0.000962,7.60188,0.86312,-2.68908,LS+MCMC,1.52,0.19,-0.23,0.1052,,,89.77,,,297.0,,,1.83,0.68,-0.62,54.1,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,5.971169,25.069052,34.4,5,53.0,2.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.9754,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-002-20160209194854_dvs.pdf,3526.0,71.0,-78.0,4.866,0.066,-0.044,-0.08,0.15,-0.15,0.383,0.048,-0.058,0.394,0.055,-0.067,,,,q1_q17_dr25_stellar,286.54001,49.437328,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,0.018,19.10269,1.2e-05,49.43719,0.0001,0.79,0.43,-0.49,0.37,-0.00116,0.00072,0.00057,0.00069,-0.04,0.13,0.18,0.17,0.19,0.17,-0.13,0.16,0.06,0.16,0.15,0.16
997,11497958,K01422.03,Kepler-296 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.985,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.8644095,4.884e-05,-4.884e-05,131.12833,0.00347,-0.00347,2454964.128,0.00347,-0.00347,0.0,,,,,,0.763,0.015,-0.551,1.853,0.119,-0.119,,,,748.7,51.4,-51.4,0.027366,0.008406,-0.002781,4.69366,11.84192,-4.16822,LS+MCMC,1.14,0.15,-0.17,0.0704,,,88.58,,,363.0,,,4.09,1.53,-1.39,30.8,13.0,-13.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,3.7295814,12.358445,16.8,5,97.0,3.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.5333,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-003-20160209194854_dvs.pdf,3526.0,71.0,-78.0,4.866,0.066,-0.044,-0.08,0.15,-0.15,0.383,0.048,-0.058,0.394,0.055,-0.067,,,,q1_q17_dr25_stellar,286.54001,49.437328,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,0.062,19.102672,2.4e-05,49.43757,0.00021,0.15,0.85,0.85,0.74,-7e-05,0.00066,-0.00075,0.0006,0.17,0.66,-0.23,0.45,0.29,0.46,0.07,0.6,-0.32,0.48,0.33,0.47
1060,10905746,K01725.01,Kepler-1651 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.8786461,1.742e-05,-1.742e-05,138.41159,0.00198,-0.00198,2454971.412,0.00198,-0.00198,0.0,,,,,,0.019,0.423,-0.019,1.8915,0.042,-0.042,,,,1472.7,35.3,-35.3,0.034764,0.00109,-0.000531,13.63743,0.31362,-5.06767,LS+MCMC,1.6,0.18,-0.21,0.0692,,,89.97,,,393.0,,,5.65,1.87,-1.77,41.282,0.949,-0.949,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,22.225523,73.38995,49.2,1,57.0,1.0,q1_q17_dr25_tce,10000000001111111000000000000000,0.3381,Mandel and Agol (2002 ApJ 580 171),,,010/010905/010905746/dv/kplr010905746-20160209194854_dvr.pdf,010/010905/010905746/dv/kplr010905746-001-20160209194854_dvs.pdf,3609.0,72.0,-81.0,4.843,0.05,-0.055,-0.06,0.15,-0.15,0.422,0.046,-0.056,0.452,0.044,-0.066,,,,q1_q17_dr25_stellar,283.62885,48.391003,13.496,14.405,13.456,13.107,,10.648,9.979,9.804,0.0,18.9085549,3.7e-06,48.390949,2.5e-05,-1.21,0.13,-0.193,0.089,0.00069,0.00022,-0.00019,0.00018,-0.349,0.078,0.018,0.095,0.349,0.078,-1.322,0.077,-0.464,0.085,1.401,0.078
1181,11546211,K01654.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_ODDEVEN_ALT---CENT_KIC_POS,1.097211085,7.27e-07,-7.27e-07,131.517201,0.000531,-0.000531,2454964.517,0.000531,-0.000531,0.0,,,,,,1.145,22.0,-0.108,1.6738,0.0316,-0.0316,,,,38946.0,586.0,-586.0,0.440466,21.90634,-0.086357,1.48511,354.69669,-0.22987,LS+MCMC,16.07,1.87,-2.12,0.0145,,,75.45,,,740.0,,,71.01,24.01,-20.76,4.56,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3976,0.3142,q1_q17_dr25_koi,98.81571,1356.9958,83.5,1,974.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,011/011546/011546211/dv/kplr011546211-20160209194854_dvr.pdf,011/011546/011546211/dv/kplr011546211-001-20160209194854_dvs.pdf,3497.0,62.0,-55.0,4.92,0.055,-0.04,-0.2,0.1,-0.1,0.334,0.039,-0.044,0.339,0.051,-0.051,,,,q1_q17_dr25_stellar,283.79654,49.50399,15.155,16.807,15.37,14.447,13.979,12.691,11.996,11.816,0.0,18.91976093,1.5e-07,49.5041476,1.4e-06,-0.2935,0.0054,0.5674,0.005,-0.0001,0.0047,-0.0016,0.0072,-0.01,0.067,0.066,0.067,0.066,0.067,-0.276,0.073,0.456,0.069,0.533,0.071
1245,5531953,K01681.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.93910337,3.06e-05,-3.06e-05,138.33927,0.00349,-0.00349,2454971.339,0.00349,-0.00349,0.0,,,,,,0.966,0.043,-0.731,2.977,0.133,-0.133,,,,614.7,28.6,-28.6,0.030804,0.001734,-0.008038,0.10779,4.93213,-0.24495,LS+MCMC,1.41,0.16,-0.19,0.0546,,,81.45,,,445.0,,,9.28,3.07,-2.96,6.5,3.2,-3.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4064,0.2898,q1_q17_dr25_koi,4.526765,18.381264,22.9,4,196.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0442,Mandel and Agol (2002 ApJ 580 171),,,005/005531/005531953/dv/kplr005531953-20160209194854_dvr.pdf,005/005531/005531953/dv/kplr005531953-001-20160209194854_dvs.pdf,3638.0,72.0,-87.0,4.844,0.049,-0.055,-0.14,0.15,-0.15,0.42,0.046,-0.056,0.45,0.043,-0.059,,,,q1_q17_dr25_stellar,291.285,40.730049,15.855,17.402,16.014,15.192,14.74,13.465,12.847,12.58,0.0,19.418989,1.1e-05,40.72987,0.00014,-0.47,0.44,-0.65,0.5,-2e-05,0.00025,-0.00081,0.00029,0.25,0.51,0.36,0.66,0.44,0.61,0.38,0.51,0.05,0.66,0.39,0.51
1306,7304449,K01702.01,Kepler-1650 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.538180949,1.615e-06,-1.615e-06,131.822823,0.000896,-0.000896,2454964.823,0.000896,-0.000896,0.0,,,,,,0.932,0.063,-0.679,1.2635,0.0538,-0.0538,,,,841.0,22.4,-22.4,0.033564,0.001855,-0.006549,0.62126,10.21314,-1.03128,LS+MCMC,1.0,0.23,-0.18,0.0167,,,77.38,,,602.0,,,30.85,19.76,-11.82,4.27,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,4.7806334,28.219137,47.7,1,852.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.8601,Mandel and Agol (2002 ApJ 580 171),,,007/007304/007304449/dv/kplr007304449-20160209194854_dvr.pdf,007/007304/007304449/dv/kplr007304449-001-20160209194854_dvs.pdf,3364.0,74.0,-67.0,4.978,0.07,-0.07,-0.06,0.15,-0.1,0.274,0.062,-0.05,0.26,0.072,-0.059,,,,q1_q17_dr25_stellar,297.72925,42.86692,15.722,17.55,16.157,14.939,14.344,12.99,12.438,12.199,0.007,19.8486196,6e-06,42.86655,7.4e-05,0.09,0.24,-1.33,0.27,6e-05,0.0002,0.00035,0.00022,-0.06,0.11,0.019,0.097,0.06,0.11,-0.017,0.098,-0.68,0.1,0.68,0.1
1419,5809954,K01902.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_KIC_POS,137.8645881,0.0003045,-0.0003045,172.8113,0.00172,-0.00172,2455005.811,0.00172,-0.00172,0.0,,,,,,1.265,35.19,-1.367,1.922,0.108,-0.108,,,,2363.0,106.0,-106.0,0.324187,35.16889,-1.350502,9.8537,700.52399,-4.97255,LS+MCMC,15.9,1.41,-2.16,0.4036,,,89.66,,,170.0,,,0.2,0.05,-0.07,215.0,107.0,-107.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4064,0.2898,q1_q17_dr25_koi,11.64278,24.076408,28.2,1,9.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7894,Mandel and Agol (2002 ApJ 580 171),,,005/005809/005809954/dv/kplr005809954-20160209194854_dvr.pdf,005/005809/005809954/dv/kplr005809954-001-20160209194854_dvs.pdf,3645.0,72.0,-90.0,4.797,0.071,-0.038,-0.08,0.15,-0.15,0.449,0.04,-0.061,0.46,0.043,-0.059,,,,q1_q17_dr25_stellar,296.87683,41.080582,14.645,16.16,14.791,13.996,13.532,12.29,11.631,11.452,0.087,19.791796,1.1e-05,41.08066,0.00011,0.29,0.45,0.28,0.4,0.001,0.0013,-0.001,0.0013,0.11,0.18,0.13,0.11,0.17,0.14,0.52,0.18,-0.29,0.14,0.6,0.17
1423,7094486,K01907.01,Kepler-1009 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.35010642,2.163e-05,-2.163e-05,134.04612,0.00165,-0.00165,2454967.046,0.00165,-0.00165,0.0,,,,,,0.035,0.398,-0.035,2.2792,0.0544,-0.0544,,,,1221.0,36.6,-36.6,0.031169,0.001164,-0.00063,8.85324,0.56862,-2.77545,LS+MCMC,1.75,0.09,-0.17,0.0796,,,89.95,,,403.0,,,6.25,1.21,-1.65,39.21,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2417,0.505,q1_q17_dr25_koi,6.3078914,33.785835,38.3,1,116.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9014,Mandel and Agol (2002 ApJ 580 171),,,007/007094/007094486/dv/kplr007094486-20160209194854_dvr.pdf,007/007094/007094486/dv/kplr007094486-001-20160209194854_dvs.pdf,3597.0,72.0,-86.0,4.734,0.052,-0.017,0.4,0.05,-0.15,0.514,0.026,-0.051,0.522,0.031,-0.046,,,,q1_q17_dr25_stellar,282.85992,42.66576,15.278,16.631,15.336,14.699,14.395,13.192,12.518,12.347,0.27,18.8573388,8.1e-06,42.665805,9.1e-05,0.38,0.32,0.16,0.33,-5e-05,0.00042,-0.00036,0.00044,0.06,0.13,0.0,0.12,0.06,0.13,-0.16,0.12,0.2,0.12,0.25,0.12
2044,10027247,K02418.01,Kepler-1229 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.937,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,86.829519,0.00129,-0.00129,189.26162,0.00969,-0.00969,2455022.262,0.00969,-0.00969,0.0,,,,,,0.953,0.018,-0.669,7.464,0.371,-0.371,,,,751.0,57.2,-57.2,0.0332,0.000196,-0.008999,0.11306,3.61978,-0.06936,LS+MCMC,1.68,0.12,-0.21,0.3013,,,88.47,,,196.0,,,0.35,0.08,-0.11,35.6,17.5,-17.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3258,0.4047,q1_q17_dr25_koi,4.841739,11.653137,15.1,1,14.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.8054,Mandel and Agol (2002 ApJ 580 171),,,010/010027/010027247/dv/kplr010027247-20160209194854_dvr.pdf,010/010027/010027247/dv/kplr010027247-001-20160209194854_dvs.pdf,3576.0,71.0,-85.0,4.791,0.055,-0.035,0.16,0.15,-0.15,0.463,0.034,-0.058,0.482,0.041,-0.062,,,,q1_q17_dr25_stellar,297.48669,46.996712,15.474,17.021,15.613,14.96,14.511,13.228,12.573,12.374,0.57,19.832456,2.6e-05,46.99667,0.00029,0.35,0.97,-0.1,1.0,3e-05,0.00073,0.00041,0.00078,-0.25,0.27,-0.1,0.25,0.27,0.28,0.44,0.22,0.33,0.25,0.55,0.25
